ID,TMEM132A,CD6,CYBA,DGAT2,CHI3L2,PKM,SEMA3C,JAK3,CCL2,CD5,MYO1G,FKBP10,UCHL1,SLFN13,MS4A1,PTGER1,HACD1,RHOH,KRT19,SPHK1,FZD2,SOCS3,MROH2A,PDIA2,VEPH1,CARD11,UGT1A3,BATF3,NLR
TCGA-K7-A5RG,0.006268279,0.184161359,0.080767715,0.068452314,0.066874794,0.026895646,0.012949372,0.3152665,0.025129068,0.144822717,0.292897297,0.028575432,0.001695594,0.092764753,0.050057646,0.001360192,0.016860459,0.12636203,0.05488187,0.018455939,0.020599723,0.085443443,0.000900727,0.011685203,0.001606698,0.162376708,0.004915957,0.11800935,0.018469725
TCGA-K7-A6G5,0.005740125,0.020368326,0.018736718,0.159648713,0.002585478,0.004534131,0.004863032,0.028280936,0.039295106,0.019188306,0.034256579,0.018780866,0.001162055,0.004533975,0.0024741,0.01346158,0.004900506,0.012950466,0.002533942,0.005743361,0.007507229,0.029699238,0.035389086,0,0.000611211,0.02346815,0.042852598,0.031818005,0.149227353
TCGA-K7-AAU7,0.256768883,0.036335571,0.042888281,0.01854473,0.028002827,0.160672919,0.604372001,0.190204039,0.135201998,0.032704806,0.077489121,0.086170025,0.004450637,0.148809636,0.002200168,0.011777533,0.027161888,0.043560434,0.346518905,0.1594503,0.030128738,0.21249483,0.005786249,0.000740511,0.016930844,0.153682603,0.010308097,0.114289732,0.019459244
TCGA-KR-A7K0,0.006573491,0.013816736,0.013992911,0.030714139,0.002332226,0.008160773,0.007817486,0.025661045,0.016751484,0.0092558,0.024036756,0.012698191,0.000683356,0.003755335,0.000698717,0.008502997,0.005676152,0.011788527,0.000416433,0.004605166,0.005117845,0.035114231,0.035898269,0.000334277,0.002444844,0.018297234,0.127455261,0.043069,0.14109084
TCGA-KR-A7K2,0.004646743,0.050721511,0.015350059,0.025542453,0.003416607,0.003810296,0.007693399,0.038692831,0.004718598,0.027581601,0.038671722,0.020277812,0.000311953,0.005986288,0.00181405,0.014004937,0.009633016,0.022481302,0.003792821,0.004253475,0.007437512,0.01440176,0.000186993,0.001540897,0.000706523,0.036062449,0.000509774,0.056720529,0.041617914
TCGA-KR-A7K7,0.005693403,0.053067224,0.086973214,0.039581189,0.030259077,0.016350788,0.001707674,0.079273371,0.002608694,0.031494169,0.069637488,0.004971507,0.000253934,0.008793781,0.001149642,0.010259012,0.002802332,0.031384594,0.010996144,0.110840406,0.006296692,0.061723644,0.003085824,0.000725475,0.000698959,0.040031538,0.003787737,0.11766988,0.023973914
TCGA-KR-A7K8,0.010603716,0.080001903,0.063389351,0.036132408,0.005760345,0.013054744,0.009129263,0.125244639,0.008120593,0.041124504,0.084380778,0.024163779,0.000554521,0.009324886,0.005715537,0.001500529,0.010923376,0.036081375,0.000489647,0.009356317,0.0224694,0.012234509,0.147444429,1,0.002995538,0.04594307,0.001475972,0.135758763,0.02462059
TCGA-LG-A6GG,0.002720503,0.008492134,0.373335972,0.000335499,0.00121331,0.005365413,0.001681084,0.004970852,0.001065137,0.009272425,0.010208617,0.005403461,0.000627721,0.099706717,6.59E-05,0.001471742,0.001072321,0.009472004,0.000352735,0.00136311,0.003875619,0.055208221,0.00425431,0.012435111,0.000267783,0.013061251,0.40956359,0.017555431,0.05321264
TCGA-LG-A9QC,0.008412383,0.006449888,0.00719234,0.067903123,0.001832628,0.006744922,0.00698433,0.008640433,0.006185622,0.004602964,0.009080552,0.009410865,0.000335956,0.003351131,0.000149764,0.068437795,0.002430594,0.004919853,0.002978793,0.003021333,0.002774411,0.019103555,0.075115883,0.000314945,0.000757962,0.011080534,0.28268133,0.068422533,0.183043394
TCGA-LG-A9QD,0.001426017,0.015179873,0.006210805,0.024417546,0.002187181,0.00108683,0.002384244,0.02206607,0.023386754,0.009336966,0.023827578,0.005544521,0.000432999,0.005314182,0.011492613,0.002277781,0.005808405,0.007944815,0.00026036,0.001364507,0.004065756,0.224823735,0.024744531,0.000214797,0.000310144,0.016075386,0.040384741,0.056167679,0.000460266
TCGA-MI-A75C,0.00254022,0.029162286,0.039199081,0.042308043,0.001701397,0.00633696,0.002121298,0.048400305,0.004203465,0.022210987,0.039695198,0.003892431,0.000139644,0.002527057,0.000277744,0.002479291,0.04559151,0.016424024,0.000242752,0.007121488,0.003424044,0.035619338,0.006935422,0.000350655,0.006302734,0.021565896,0.009762758,0.096205699,0.106646078
TCGA-MI-A75E,0.019920564,0.047206224,0.025037477,0.092521841,0.006536219,0.009980853,0.016110638,0.060856062,0.053903196,0.038529164,0.050792821,0.02479174,0.001011284,0.01196161,0.002670155,0.019852322,0.011570342,0.033169175,0.01967378,0.016084554,0.014352149,0.048528932,0.193338484,0.000311992,0.005047028,0.037036541,0.021720703,0.065590386,0.111240115
TCGA-MI-A75G,0.000902433,0.003553016,0.004639745,0.161194638,0.000699898,0.004605868,0.004857123,0.008945798,0.002450334,0.004543312,0.008090693,0.004061888,0.000180496,0.001428813,0.000629553,0.002554857,0.002788034,0.005020358,0.000791824,0.000600355,0.002062983,0.01464555,0.002304491,0.000481681,0.000116493,0.005645522,0.227100198,0.015877481,0.169025714
TCGA-MI-A75H,0.006921362,0.03751991,0.024323874,0.022988972,0.003531722,0.004492162,0.005202794,0.035762371,0.023276615,0.028341427,0.052809891,0.013030641,0.000414321,0.004392974,0.001226431,0,0.00293101,0.016693672,0.000105063,0.001457057,0.013795999,0.004018026,0.020044246,0,0.000146751,0.030263828,0.067614161,0.067093752,0.188881822
TCGA-MI-A75I,0.005688833,0.015024039,0.011822439,0.17148708,0.006602985,0.036371818,0.002859912,0.007384274,0.042920025,0.013167391,0.031481239,0.004776424,0.147108823,0.003300997,0.000202045,0.057156839,0.001644225,0.005510628,0.002045978,0.048668567,0.00396118,0.020924419,0.009773677,0.001914912,0.024446922,0.011637431,0.126872381,0.017962794,0.243430617
TCGA-MR-A520,0.001134009,0.010729582,0.005004505,0.056784774,0.004307596,0.00133023,0.004478952,0.00648553,0.003561391,0.007075089,0.016058122,0.00499621,0.001110633,0.005007113,0.000645346,0,0.036215851,0.005912649,0.000711943,0.003342989,0.003628441,0.015803711,0.002440566,0,0.031959975,0.013237315,0.050246292,0.004684681,0.104858871
TCGA-MR-A8JO,0.023719721,0.057248496,0.353787256,0.005241289,0.010970441,0.024702841,0.039258787,0.11071726,0.024061399,0.038435286,0.065211139,0.068103927,0.003130102,0.013370056,0.003246338,0.034584134,0.123978168,0.024687515,0.004880414,0.00967483,0.024128342,0.123172784,0.000650525,5.10E-05,0.003434279,0.04382265,0.002483665,0.129274893,0.080147857
TCGA-NI-A4U2,0.000890753,0.001807675,0.002299735,0.0564132,0.00443192,0.005294728,0.006759791,0.008303838,0.008913317,0.002347932,0.008516519,0.007060169,0.000295183,0.003147462,6.21E-05,0.010154659,0.002691525,0.00176497,0.000210968,0.001327137,0.001955239,0.00964738,0.350318678,0.000108741,0.000210293,0.002874432,0.307103043,0.029034354,0.096493186
TCGA-NI-A8LF,0.009233562,0.009587893,0.005595958,0.089770796,0.001388285,0.003386503,0.01212508,0.010106531,0.009200806,0.008629946,0.013910315,0.012178046,0.000539977,0.004032637,0.000453649,0.006070485,0.007002255,0.003941766,0.001013085,0.001630283,0.003582492,0.020580123,0.012906907,0.000286216,0.013965563,0.010271023,0.360354629,0.015150046,0.197492022
TCGA-O8-A75V,0.00995368,0.042152281,0.025112961,0.070875076,0.003761952,0.007619015,0.004346002,0.04544382,0.021503919,0.030410658,0.053893133,0.024529936,0.00075743,0.018966241,0.005122472,0.005714245,0.007488374,0.015458194,0.000932491,0.028761159,0.01404793,0.050740889,0.005911788,0.000700237,0.00249023,0.03875699,0.042374439,0.043631549,0.084354903
TCGA-PD-A5DF,0.022198737,0.015870464,0.033216297,0.412481565,0.018984733,0.02473161,0.0497146,0.05035221,0.021244396,0.013090137,0.037928394,0.044547099,0.002721662,0.006927864,0.000206947,0.019989061,0.018479663,0.016164181,0.000953724,0.018383295,0.018737968,0.119054572,0.000370474,0.002030096,0.008656804,0.024643184,0.003027028,0.064004578,0.366000295
TCGA-QA-A7B7,0.004328327,0.027928736,0.006145088,0.581434474,0.012008776,0.015369722,0.000437259,0.018419044,0.006269061,0.030517249,0.047759745,0.004409575,0.000161023,0.039173294,0.008881819,0,0.052851123,0.013237273,0.001240818,0.002668943,0.003733016,0.016286788,0.047466376,0.018410752,0.001360095,0.027106163,0.017389603,0.025217746,0.415969814
TCGA-RC-A6M3,0.014716719,0.02254016,0.478448663,0.004615068,0.006522405,0.080206503,0.017844903,0.051877299,0.002651162,0.006596897,0.027036214,0.00723078,0.004121596,0.039016626,5.61E-05,0.038783456,0.062873749,0.010749156,0.162080856,0.028169186,0.006548623,0.169720041,7.55E-05,0.001061901,0.000680804,0.198909936,0.003283891,0.254771973,0.035555403
TCGA-RC-A6M4,0.003128299,0.002275177,0.001660773,0.04664406,0.001512609,0.001148574,0.000209766,0.0048494,0.007122552,0.00185116,0.002764134,0.003033603,4.43E-05,0.00106691,0,0.750311261,0.003213388,0.000617739,0.000612317,0.001520969,0.001749257,0.003893719,0.024295923,0,0.000199703,0.002292656,0.273052931,0.022434094,0.061252595
TCGA-RC-A6M5,0.010447809,0.011256137,0.392263088,0.019779984,0.006239222,0.021669025,0.085111915,0.050992435,0.003900209,0.007678452,0.016173916,0.066386732,0.003884035,0.01414243,0.000185163,0.039272837,0.013175249,0.023300052,0.00026994,0.004782583,0.0247653,0.076979794,0.000373108,4.89E-05,0.000375199,0.014697496,0.011533134,0.049989331,0.59060205
TCGA-RC-A6M6,0.093630102,0.022763249,0.471572608,0.004619312,0.002983776,0.079785865,0.025712614,0.132956833,0.00159995,0.018955566,0.034170667,0.791903604,0.01784642,0.108038327,0.00041825,0.048171658,0.027161888,0.116613023,0.025295591,0.192930829,0.064221826,0.12179817,0.009815816,0.000879324,0.006913945,0.016331827,0.005609486,1,0.016163396
TCGA-RC-A7S9,0.001637279,0.022531958,0.016421427,0.087029512,0.007738017,0.02143525,0.001562906,0.034584288,0.00081344,0.014688999,0.027219244,0.006000716,8.15E-05,0.002541157,0.004056152,0.069322999,0.00299535,0.027540882,0.00141916,0.018124853,0.004393741,0.008855707,0,5.53E-05,0.000213319,0.02480011,0,0.045799306,0.139462045
TCGA-RC-A7SB,0.00250721,0.006559792,0.00719222,0.077010816,0.001333029,0.011993474,0.006100948,0.00678916,0.011658391,0.006010158,0.009013316,0.005225462,0.000930455,0.045602953,0.000304974,0.089438003,0.002123195,0.002645003,0.011541203,0.014812248,0.002951872,0.010169694,0.029068195,0.004400645,0.019859815,0.010475793,0.078809422,0.015911428,0.075968987
TCGA-RC-A7SF,0.00185565,0.017702744,0.00616631,0.136271828,0.000386786,0.002314031,0.002413789,0.018181345,0.004213938,0.017515123,0.024608259,0.00961703,0.000639802,0.064536294,0.001074488,0.002821138,0.001540568,0.007618786,0.000797715,0.004711337,0.001375322,0.019095836,0.007973101,0.000398985,0.00025568,0.013390414,0.013418111,0.026110066,0.174897386
TCGA-RC-A7SH,0.016826289,0.009158119,0.009966806,0.164133486,0.000425925,0.012866672,0.013891843,0.022945728,0.008885926,0.007889678,0.004362849,0.129298441,0.001520344,0.002595991,0.000487958,0.01554145,0.014151061,0.005020358,0.003839105,0.005358142,0.008451575,0.010219063,0,0.001539018,0.00409239,0.008259686,0,0.020935578,0.174658459
TCGA-RC-A7SK,0.004443607,0.007084706,0.004864027,0.047674959,0.003115007,0.007485955,0.002428561,0.004410438,0.008247995,0.003691563,0.009024522,0.068350493,0.002229451,0.003291597,0.000890959,0.001417766,0.003617296,0.002708738,0.00189942,0.004699463,0.004190929,0.001662948,0.009733294,0.005821524,0.001674778,0.005417788,0.042850622,0.014728133,0.077158701
TCGA-RG-A7D4,0.005241933,0.099517243,0.059999918,0.034035808,0.039500494,0.011750075,0.002883547,0.1074797,0.011104933,0.065933765,0.122256878,0.002280743,0.002810678,0.04090291,0.024458903,0,0.005518878,0.077739564,0.003166197,0.044517421,0.010230937,0.021722686,0.00091214,0.00650243,0.001239064,0.06143668,0.020392921,0.059678765,0.012883401
TCGA-T1-A6J8,0.011117143,0.010641003,0.007132773,0.064478534,0.001781977,0.026012981,0.005926635,0.013684156,0.026248527,0.011480517,0.022247539,0.015340012,0.029318506,0.044432642,0.000174815,0.019474491,0.001419038,0.004353592,0.002514586,0.010693234,0.011506437,0.007901614,0.00593637,0.000244868,0.006954793,0.013338743,0.019173811,0.023879265,0.148414978
TCGA-UB-A7MA,0.133216801,0.025797911,0.134741077,0.058893895,0.007077258,0.069557458,0.016225862,0.055196405,0.043622521,0.012597276,0.034958818,0.021900351,0.100908686,0.516937389,0.000711787,0.097224921,0.003613721,0.015710682,0.170613813,0.028584091,0.086322044,0.057818507,0.000716368,0.000187142,0.024321352,0.270384163,0.002604192,0.062612752,0.059101728
TCGA-UB-A7MB,0.004696004,0.004817732,0.00390082,0.438222431,0.003200192,0.00760655,0.001902668,0.012120897,0.0010557,0.003366901,0.011863362,0.008531489,0.000146797,0.007740971,7.46E-05,0,0.00242702,0.002968581,0.000126943,0.001308278,0.001945732,0.004020278,0.007419145,0.00015707,0,0.01079156,0.029535256,0.012720413,0.37979634
TCGA-UB-A7MC,0.003610748,0.005139242,0.002716345,0.088991361,0.0029078,0.014656721,0.001565861,0.004871955,0.000601218,0.004163888,0.008852698,0.004266668,0.000414639,0.001460147,0.000105652,0.01648063,0.00257357,0.001698783,0.000128108,0.001160197,0.001882353,0.015508784,0.009065211,0.002497547,0.000213319,0.004395853,0.390974636,0.014475956,0.170005292
TCGA-UB-A7MD,0.01252437,0.040288834,0.037693136,0.054333788,0.023808044,0.033026705,0.01355799,0.02984246,0.030473629,0.039263565,0.055969968,0.022187782,0.00269909,0.005552318,0.000625196,0.021694698,0.002259023,0.023515771,0.000725084,0.009383908,0.005108338,0.110182302,0.886398673,0.001242061,0.000984897,0.034652025,0.381942949,0.085192334,0.125848333
TCGA-UB-A7ME,0.010954126,0.110971863,0.040829709,0.304313522,0.01877062,0.014094767,0.020601409,0.132571657,0.029171411,0.092619612,0.146013484,0.062547862,0.001574072,0.030374813,0.030670567,0.066987643,0.009343489,0.069780041,0.077421094,0.060269143,0.015003367,0.023732181,8.60E-05,0.000739169,0.001164932,0.09014464,0.001402865,0.084527943,0.137740415
TCGA-UB-A7MF,0.005132239,0.109246206,0.147118433,0.08123309,0.018054606,0.041604434,0.002413789,0.106783954,0.014480688,0.072268585,0.139177857,0.008971985,0.000226752,0.008889348,0.002225765,0.054260135,0.002941734,0.052282327,0.001369315,0.024688943,0.009064765,0.044992535,0.000138708,0.000163245,0.000733756,0.086032021,0.000379366,0.109144342,0.053745287
TCGA-UB-AA0U,0.014079379,0.04008707,0.023927883,0.11141077,0.003455746,0.020190273,0.077841003,0.064357346,0.033612417,0.028486156,0.050804027,0.032835867,0.001517801,0.011558973,0.001693694,0.042500594,0.017200027,0.022515621,0.005035969,0.050991057,0.024632204,0.045017943,0.002746076,0.00267207,0.004001616,0.051569455,0.006715971,0.052739035,0.10470152
TCGA-UB-AA0V,0.010257369,0.019848332,0.020002103,0.106025393,0.001636933,0.008259595,0.04540996,0.03506142,0.048226952,0.019962801,0.03941505,0.025821179,0.000460181,0.031712758,0.002230121,0.021885413,0.015941837,0.018944009,0.012167956,0.010559123,0.012854823,0.033764543,0.024659374,0,0.018968718,0.026887997,0.016326587,0.056890264,0.136529829
TCGA-WJ-A86L,0.001196981,0.010908381,0.011040949,0.205715359,0.009377252,0.009448456,0.001926304,0.017456104,0.003031757,0.005900634,0.013966345,0.001559974,0.00033985,0.12604106,0.001305397,0.032910882,0.002766588,0.005530239,4.13E-05,0.005821941,0.002251535,0.020999036,0.008300558,0.079680136,0.004022796,0.014636256,0.00083184,0.009155981,0.247993391
TCGA-WQ-AB4B,0.002665149,0.015745797,0.010875872,0.103262888,0.002327621,0.004362836,0.010975797,0.026483448,0.010467693,0.007813401,0.007276395,0.017129006,0.002310361,0.00251609,0.000608859,0.00169844,0.008035258,0.006736301,0.001274545,0.002496066,0.007576946,0.010749097,0.002757488,8.00E-05,0.001233012,0.010726493,0,0.012996838,0.137474063
TCGA-WX-AA44,0.034709904,0.057517515,0.016974415,0.11077118,0.002477271,0.036496147,0.019328039,0.059558262,0.090902301,0.023532127,0.020742207,0.023710124,0.001035684,0.006083423,0.002935918,0.020323711,0.017271515,0.010668262,0.00179384,0.129197857,0.025777778,0.031584427,0.004890789,0.000745344,0.043878587,0.036827944,0.00222285,0.059829101,0.09834154
TCGA-WX-AA46,0.002208092,0.005137601,0.014171854,0.104789502,0.002792685,0.001945303,0.011232835,0.014461448,0.047003569,0.003559547,0.011269447,0.012286323,0.000226673,0.003589266,0.00059361,0.01323848,0.004078394,0.005895489,4.43E-05,0.001831449,0.001929887,0.123042044,0.053662605,0.000191974,0.00027686,0.00951127,0.257990899,0.032613334,0.073404218
TCGA-WX-AA47,0.003044506,0.000375642,0.001038932,0.000763731,0.001832628,0.008881978,0.001057695,0.000796377,0.000298538,0.000229806,0,0.003315954,0.008041873,0.000856975,0.001047803,0.070132637,0.019866532,0.001272249,0.000436112,0.00105228,0.000850862,0.056265233,0.001339678,0,0.000708036,0.001594142,0.001462141,0.011925084,0.124692917
TCGA-XR-A8TC,0.005170835,0.011152794,0.130236384,0.172117545,0.001130427,0.003564109,0.006535253,0.009964258,0.00225526,0.016393475,0.01213604,0.017854162,0.000234541,0.005267182,0.000123079,0.006872926,0.010512319,0.008224269,0.009557434,0.003136933,0.002013864,0.017913553,0.000661938,0.000129683,0.002370712,0.011700584,0.003609909,0.008084227,0.157642428
TCGA-XR-A8TD,0.014503426,0.076457089,0.065049641,0.219216788,0.008311289,0.033848047,0.054048784,0.103053647,0.012394377,0.064165726,0.153159143,0.036745383,0.001593464,0.019046142,0.002263342,0.00865413,0.026793725,0.051507701,0.00857089,0.011590099,0.015901763,0.074217381,0.017878463,0.005509801,0.003928997,0.078834458,0.007575473,0.101622665,0.10267284
TCGA-XR-A8TE,0.013166281,0.023115926,0.009632433,0.020188694,0.002212507,0.004331175,0.032498995,0.011321049,0.006660474,0.023043178,0.020081056,0.062857917,0.000460578,0.002486323,0.000650248,0.03546574,0.012917892,0.01132032,0.000596458,0.005514954,0.004263815,0.029458182,0.004849528,0.001140301,0.000732243,0.016178728,0.057142067,0.042108785,0.043016801
TCGA-XR-A8TF,0.001163971,0.011828622,0.005227099,0.018691577,0.006218502,0.003891026,0.002298565,0.010149906,0,0.005620955,0.019685113,0.002887464,0.000238277,0.004013837,0.000609948,0,0.001100916,0.009060178,0.000361733,0.000605244,0,0.005182781,0.000181726,0.000285142,0.000273835,0.011449885,0.089273612,0.016939536,0.012700966
TCGA-XR-A8TG,0.010410229,0.017450129,0.010728883,0.06241525,0.000432832,0.021261641,0.041908932,0.017603581,0.155459401,0.01746525,0.025373998,0.016736993,0.001473134,0.024325857,0.000423151,0.014166865,0.006305247,0.014717887,0.003202901,0.021022203,0.001823727,0.395653372,0.00028444,0.009796604,0.004715704,0.019361271,0.066124357,0.062064751,0.046745566
TCGA-YA-A8S7,0.035912471,0.039220961,0.164289638,0.028501249,0.522941229,0.388070332,0.153398213,0.188227844,0.020238759,0.028966304,0.189929589,0.024960966,0.00107288,0.023417182,0.001179051,0.070136235,0.128993055,0.045533769,0.000782244,0.040865,0.05979798,0.110493632,0.030908277,0.003058972,0.004298144,0.246841378,0.02589571,0.134366938,0.112594532
TCGA-ZP-A9CV,0.00320803,0.049853762,0.018471197,0.069690539,0.01185222,0.007259333,0.020045971,0.041866195,0.019036437,0.044032771,0.071419233,0.020890536,0.001521298,0.006210324,0.003408627,0.022464754,0.005032759,0.019699024,0.002820518,0.003671281,0.012553773,0.052595684,0.00072778,0.000651908,0,0.043757583,0.027221516,0.036323253,0.067237029
TCGA-ZP-A9CY,0.003893108,0.014344931,0.016301569,0.151505287,0.001685281,0.008738558,0.03531459,0.032292317,0.011807774,0.010801856,0.033199485,0.016868126,0.001305593,0.006001955,0.001857618,0.053709581,0.008943156,0.009202356,0.003189436,0.00414451,0.009099624,0.030699483,0.005169962,0.001664137,0.001532566,0.022848099,0.023169014,0.030882039,0.130348012
TCGA-ZP-A9CZ,0.008193504,0.063445769,0.034174922,0.169338276,0.006018202,0.04046033,0.017330828,0.071028524,0.027029627,0.039054295,0.097510412,0.015200106,0.000888649,0.309953752,0.010439908,0.001687645,0.008603588,0.037912531,0.000587589,0.086954031,0.022810061,0.02911067,0.000609264,0.000159218,0.000612724,0.062992548,0.009415005,0.047928265,0.158697169
TCGA-ZP-A9D0,0.00265296,0.008178825,0.034889127,0.096397582,0.003177169,0.007139737,0.008535418,0.006867236,0.0078285,0.00679541,0.014373494,0.009082801,0.001824588,0.001261178,0.000389386,0.0579161,0.002637909,0.004875729,0.00036238,0.001695942,0.005949693,0.009518731,0.002178074,0.004778956,0.000263244,0.008359201,0.015206271,0.018287715,0.056907606
TCGA-ZP-A9D1,0.006545052,0.045388707,0.126114778,0.094259176,0.011262832,0.012626271,0.015927462,0.055416753,0.009554241,0.032750767,0.056687149,0.025382762,0.001119614,0.008059007,0.003091672,0.009852394,0.015548653,0.022535232,0.000607462,0.003274886,0.010294316,0.036022492,0.007310285,0.000309576,0.0010439,0.045016822,0.010778353,0.077006266,0.147438337
TCGA-ZP-A9D2,0.171302322,0.023056873,0.024519819,0.037483527,0.014658719,0.133658203,0.650257628,0.070244292,0.065145659,0.019979425,0.045880881,0.237779994,0.285234985,0.461553646,0.02163027,0.030050162,0.054112887,0.03021285,0.101785877,0.350594383,0.247952466,0.028978,0.01165063,0.000865899,0.457771229,0.052828694,0.019725078,0.05358286,0.058515784
TCGA-ZP-A9D4,0.002765193,0.002914916,0.006014377,0.215819149,0.001710606,0.000905648,0.000472713,0.007300992,0.006751278,0.002743981,0.006581626,0.002634894,8.76E-05,0.00106221,0.000111642,0.002493685,0.000907898,0.001630146,1.35E-05,0.000659028,0.002828283,0.008215839,0.074520666,0.000646269,0.001810939,0.004483884,0.080569919,0.012676767,0.135017089
TCGA-ZS-A9CD,0.012781337,0.024949846,0.018634826,0.066278895,0.04335684,0.006564213,0.0117735,0.045514956,0.008698563,0.020487932,0.017301982,0.028186189,0.000603878,0.003159996,0.001387631,0.071679945,0.013647071,0.012153778,0,0.008306831,0.004579125,0.11493218,0.002548548,0.000230369,0.000739807,0.020057871,0.005346695,0.038951718,0.071134452
TCGA-ZS-A9CE,0.00094306,0.000538037,0.000966945,0.165295317,0.00228618,0.001650888,0.00376102,0.001620515,0.004286329,0.001089378,0.000717181,0.003591841,2.61E-05,0.001408446,9.31E-05,0.001039935,0.001515547,0.001027114,0.003896913,0.000583591,0.001979006,0.007653483,0.482204059,0.000539945,0,0.002300311,0.025966841,0.008700122,0.089041095
TCGA-ZS-A9CF,0.004622875,0.02615879,0.010094502,0.267418444,0.00192472,0.007885923,0.00300468,0.024125547,0.011468726,0.028555587,0.042440655,0.012211291,0.000254808,0.008969249,0.000393198,0.073691445,0.005751214,0.017448687,0.001737456,0.016045438,0.004661517,0.056629309,0.000844541,0.002812761,0.000956152,0.033044487,0.112869413,0.029111947,0.272095784
TCGA-ZS-A9CG,0.009416384,0.005047382,0.008118167,0.039448772,0.00163463,0.004747342,0.002833322,0.013092512,0.004197136,0.005169166,0.015101881,0.003716972,0.000192417,0.002774592,0.000133426,0.035739217,0.003252707,0.005020358,0.000648115,0.00253588,0.001221628,0.060492153,0.058858026,7.03E-05,0.038937461,0.012965564,0.450110352,0.022177067,0.287632121
